DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
SYN/1564,5.253114,3.466441,4.286605,3.916293,2.928771,4.078673,4.112960,107.175468,1,0.000000,0,38.632250,1,36.121344,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,28.126234,1,0.000000,0,0.000000,0,79.828021,1,3.706710,33.605935,25.993454,87.740668,26.749699,84.830244,18.876138,82.508131,18.678563,67.797939,29.221503,28.692797,0
SYN/1565,5.768953,4.368653,4.992814,3.881288,3.022530,4.620862,4.106188,0.000000,0,0.000000,0,38.703970,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,2.989395,33.748866,26.563612,87.371959,26.231001,84.185638,18.829272,82.026464,18.674680,67.163739,29.080082,28.957059,0
SYN/1566,5.154027,3.767585,4.538923,4.072909,2.931208,3.546682,4.148070,93.050076,1,0.000000,0,34.680592,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,32.789144,1,0.000000,0,0.000000,0,82.514557,1,2.991874,33.557505,26.771278,87.912019,26.184823,84.255668,18.563162,82.047116,18.574342,66.838998,29.507434,28.282274,0
SYN/1567,5.444558,3.913395,4.141921,4.025375,2.782370,3.576456,4.320511,100.552831,1,0.000000,0,0.000000,0,39.082882,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,32.893904,1,0.000000,0,0.000000,0,79.544168,1,3.211717,33.568941,26.465206,87.617582,26.379192,84.604330,18.964986,81.954936,18.819963,67.323300,29.464181,28.240741,0
SYN/1568,6.161865,3.877608,4.200806,3.696632,3.197570,4.320783,4.136809,0.000000,0,0.000000,0,0.000000,0,38.178275,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,78.668378,1,3.240016,33.450591,26.546274,87.619043,26.962680,84.362873,19.022279,82.111385,19.425194,67.086760,29.449172,28.531440,0
SYN/1569,4.963757,3.602891,4.787725,4.115088,3.314345,4.089222,4.083250,97.158116,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,83.506296,1,3.399336,32.990050,26.591705,87.396532,26.697975,84.185536,19.022630,82.268755,18.281223,67.138617,29.394543,28.586378,0
SYN/1570,5.601318,3.460800,4.205644,3.724119,2.632459,3.785902,4.005343,0.000000,0,0.000000,0,0.000000,0,33.226534,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,34.243304,1,0.000000,0,0.000000,0,81.570996,1,3.322506,33.249464,26.494713,87.522507,26.627492,84.566417,19.343189,82.369054,18.502922,66.958119,29.701907,28.681448,0
SYN/1571,5.250595,2.840472,3.131491,3.558813,2.816552,3.542325,3.885743,95.690544,1,0.000000,0,0.000000,0,41.706940,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,24.857423,1,0.000000,0,0.000000,0,83.602605,1,3.646769,34.096128,26.353852,87.672754,26.495320,83.991470,19.022899,81.917287,19.298957,66.863168,29.298055,28.126875,0
SYN/1572,5.301513,2.468992,4.197567,3.566210,2.603276,3.270521,3.845900,97.631729,1,0.000000,0,32.359687,1,27.137023,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,76.775643,1,2.723972,33.197776,26.441351,87.711314,26.468367,84.236070,19.296166,82.004205,18.904961,67.578951,28.856599,29.012906,0
SYN/1573,4.302851,2.462534,3.928730,3.395698,2.689382,3.355237,3.744480,101.355250,1,0.000000,0,0.000000,0,35.476303,1,0.000000,0,0.000000,0,52.139570,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,78.819068,1,3.677236,33.433259,26.361724,87.615657,26.316563,84.030034,18.730164,81.962449,18.632914,67.235138,28.869076,28.050256,0
SYN/1574,5.516574,2.426343,3.695590,3.644901,2.803420,3.442306,3.350360,0.000000,0,0.000000,0,0.000000,0,32.961930,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,24.950562,1,0.000000,0,84.141597,1,3.142528,33.559005,26.286093,87.514486,25.801767,84.457716,18.786254,82.343914,18.640217,67.083954,29.774757,28.900771,0
SYN/1575,5.098814,1.685858,3.534046,3.728093,2.448183,3.168572,3.458643,101.068570,1,0.000000,0,0.000000,0,34.171293,1,0.000000,0,0.000000,0,0.000000,0,40.611177,1,0.000000,0,28.398165,1,0.000000,0,81.798682,1,3.512647,33.487095,26.151276,87.708297,26.385437,84.055241,18.949166,81.976639,18.372146,66.863686,29.559783,28.485681,0
SYN/1576,4.184224,2.586700,3.838758,3.327845,2.406408,3.116555,2.911865,100.671709,1,0.000000,0,0.000000,0,39.135889,1,0.000000,0,0.000000,0,52.333988,1,35.745656,1,0.000000,0,33.591521,1,0.000000,0,82.022016,1,3.602346,33.575391,26.308547,88.126405,26.313066,84.699916,18.472558,81.885574,19.029371,66.784151,29.179500,28.660488,0
SYN/1577,4.198522,2.669173,4.257198,3.814518,2.575328,2.888699,3.241143,96.859338,1,0.000000,0,34.015266,1,40.749132,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,29.566324,1,31.694053,1,0.000000,0,85.959706,1,3.505693,33.265749,26.196711,88.310377,25.936068,83.843022,18.907790,81.815459,19.045658,67.319423,29.239605,28.951123,0
SYN/1578,4.369001,1.905100,4.271735,3.238916,2.569375,3.470474,2.780151,97.189853,1,0.000000,0,0.000000,0,36.250945,1,0.000000,0,0.000000,0,51.275017,1,0.000000,0,0.000000,0,25.760539,1,0.000000,0,82.471955,1,3.549595,33.664948,26.440043,87.828634,26.461629,84.410541,18.514238,81.580824,18.825984,67.305339,29.316970,28.691433,0
SYN/1579,4.810000,1.407722,4.510642,3.258487,2.321276,3.361907,3.317579,95.358658,1,0.000000,0,38.157202,1,0.000000,0,0.000000,0,0.000000,0,49.223276,1,31.003656,1,0.000000,0,31.044358,1,0.000000,0,78.420834,1,3.267751,33.917641,27.052483,87.613834,26.717469,83.918030,18.722952,82.134985,18.090909,67.331787,29.230627,28.176637,0
SYN/1580,4.883439,2.884155,3.759685,3.598620,2.630929,3.138988,3.154251,89.810908,1,0.000000,0,0.000000,0,35.512977,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,26.674183,1,0.000000,0,84.548018,1,3.705310,33.615466,25.860054,87.779303,26.810066,84.846919,18.815565,82.047715,18.154200,67.390506,29.683261,28.621154,0
SYN/1581,5.202735,2.121604,3.851716,3.552052,2.807710,3.482942,3.480698,96.990501,1,0.000000,0,33.192264,1,36.718199,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,32.812102,1,0.000000,0,80.078283,1,3.472338,33.605414,26.176049,87.428761,26.526784,84.319609,18.889109,81.946174,18.401788,67.250117,29.652859,28.788358,0
SYN/1582,4.995040,2.358666,3.903464,3.680858,2.646248,2.996447,3.163531,98.927455,1,0.000000,0,0.000000,0,35.446464,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,35.423975,1,34.302381,1,0.000000,0,83.104572,1,3.708526,33.428309,26.660189,87.871864,26.753340,84.020411,18.802587,81.807471,19.099082,67.190939,29.517642,28.672669,0
SYN/1583,4.646983,3.145689,3.934210,3.632362,2.555210,3.394592,3.583108,97.392477,1,0.000000,0,37.869853,1,39.002523,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,81.092724,1,3.407385,33.325793,26.362303,87.362800,26.717671,84.642155,18.814815,82.498921,18.767620,66.890773,29.605902,28.222739,0
SYN/1584,5.387184,3.101569,4.078898,3.698120,2.625445,3.809478,3.655455,97.363676,1,0.000000,0,0.000000,0,35.554046,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,81.963263,1,3.312235,33.225116,26.194009,87.202895,26.398202,84.146152,19.175539,82.142289,19.174136,67.133665,29.126666,29.022209,0
SYN/1585,5.233844,2.588811,4.369613,3.559675,2.860719,3.486820,3.908266,96.811572,1,0.000000,0,31.932925,1,35.257874,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,33.992186,1,0.000000,0,0.000000,0,85.061237,1,3.775462,33.417329,26.378605,87.737828,26.644038,84.613442,19.239438,81.585313,18.321485,66.936898,28.844248,28.893731,0
SYN/1586,5.001232,3.280331,4.138648,3.632582,3.186151,3.576979,4.281410,91.714348,1,0.000000,0,44.143600,1,36.712781,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,82.311719,1,2.982512,33.205309,26.215025,87.588819,26.949703,84.815782,19.017503,82.165061,18.346635,66.973167,29.234060,28.309005,0
SYN/1587,5.727468,3.385300,3.914301,4.180651,3.252831,3.940034,3.949200,0.000000,0,0.000000,0,0.000000,0,38.798464,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,78.724990,1,2.662664,33.570629,26.666463,88.157310,26.523008,84.380750,18.344646,82.257587,18.497348,67.191441,29.387062,28.427441,0
SYN/1588,5.187896,3.390018,4.260051,3.940990,3.296295,3.827201,3.911829,104.096868,1,0.000000,0,0.000000,0,38.220704,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,76.876656,1,3.781368,33.501070,26.015770,87.844354,25.679314,83.957036,18.401781,82.359753,18.669933,67.123671,29.491263,28.742576,0
SYN/1589,5.891560,4.093238,4.506720,4.260400,2.958696,3.862364,3.779015,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.138552,32.591668,26.378722,87.781218,26.542756,84.170596,18.836689,82.261172,18.411900,67.028983,29.830407,28.055189,0
SYN/1590,5.668053,3.358682,4.690297,4.106607,2.911202,4.007274,4.113150,0.000000,0,0.000000,0,38.707664,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,29.372334,1,0.000000,0,0.000000,0,78.247245,1,3.636877,33.847565,26.032516,88.091528,26.718952,84.154813,19.102722,82.277396,18.572503,67.350489,29.270183,28.744279,0
SYN/1591,5.642038,3.369805,4.775436,4.014037,3.120686,4.105621,4.380224,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,81.957295,1,3.191470,32.975054,26.742178,87.431591,27.069660,83.961124,19.369717,82.524016,18.653151,67.042908,29.305786,28.955893,0
SYN/1592,5.686840,3.905916,4.503354,4.154229,3.167241,3.753975,4.400905,0.000000,0,0.000000,0,39.259478,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,30.445692,1,0.000000,0,0.000000,0,85.137724,1,3.521351,33.115281,26.773582,88.019737,26.597396,84.607385,18.775507,81.845826,18.647123,67.314184,29.370823,28.285255,0
SYN/1593,5.353184,3.566171,4.228083,4.145806,3.251149,4.145708,4.565063,98.551416,1,0.000000,0,35.476502,1,35.665504,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,79.541882,1,3.148001,33.816784,26.132361,87.590744,26.593967,83.730958,19.133081,82.303019,18.883035,67.073960,29.390318,28.920063,0
SYN/1594,5.466000,3.391928,4.194009,3.390177,3.169261,3.749133,3.724925,97.381961,1,0.000000,0,0.000000,0,36.394075,1,0.000000,0,0.000000,0,54.701407,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,83.526291,1,3.500764,33.788813,26.204139,87.544020,26.185921,84.547244,18.885974,82.069552,18.929989,67.028431,29.646725,28.997404,0
SYN/1595,5.623318,2.517747,4.336467,3.908689,3.126097,3.464683,3.595443,0.000000,0,0.000000,0,0.000000,0,35.680480,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,84.096646,1,2.987495,32.903260,25.924389,87.911264,26.487030,84.194025,18.899192,82.146212,19.259175,67.233536,29.492210,28.328616,0
SYN/1596,4.737210,3.189789,4.366575,4.019932,3.142428,3.152034,3.577199,102.330170,1,0.000000,0,43.004028,1,35.223937,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,79.441038,1,3.603206,33.463131,26.506894,87.647151,27.206313,84.277775,18.933752,82.126274,18.792127,66.624808,29.607552,28.887214,0
SYN/1597,5.537161,3.068694,4.015812,3.774942,3.079627,3.303402,3.357771,0.000000,0,0.000000,0,36.635089,1,36.832231,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,30.410394,1,31.625781,1,0.000000,0,78.306595,1,2.626130,33.765496,26.241296,87.304452,25.944960,84.622219,18.982699,82.163647,18.931225,67.163761,29.393035,28.478914,0
SYN/1598,4.656928,1.893846,4.673689,3.657596,2.562490,3.009712,3.709917,97.089268,1,0.000000,0,33.453479,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,29.539513,1,0.000000,0,0.000000,0,76.997504,1,3.243554,33.525144,26.813230,87.343723,26.443998,84.288057,18.698527,81.963854,18.322851,66.941693,29.769137,28.744699,0
SYN/1599,4.713317,2.029085,3.853449,3.295136,2.548514,3.023436,3.327836,94.884066,1,0.000000,0,39.500993,1,43.798944,1,0.000000,0,0.000000,0,54.882226,1,0.000000,0,26.348769,1,32.685754,1,0.000000,0,86.362061,1,3.696483,33.816746,26.226508,87.673377,25.922919,84.366351,19.265331,82.417577,18.693522,66.555877,29.238719,28.476649,0
SYN/1600,4.889630,1.495404,3.822224,3.332693,2.829495,2.366510,3.556129,103.032274,1,0.000000,0,0.000000,0,35.372475,1,0.000000,0,0.000000,0,52.730242,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,83.777842,1,3.972073,33.756902,26.054311,87.596101,26.616094,84.442758,19.157430,81.982588,18.652872,67.402606,29.513288,28.584447,0
SYN/1601,4.505640,3.067186,3.888342,3.492859,2.560043,2.977547,3.055877,98.309288,1,0.000000,0,26.382752,1,37.452015,1,0.000000,0,0.000000,0,50.846621,1,0.000000,0,0.000000,0,29.606961,1,0.000000,0,83.834457,1,3.346642,33.425482,26.623414,87.413543,25.962630,83.881714,19.216731,82.024780,18.887646,67.188717,29.936477,27.877451,0
SYN/1602,4.661658,2.212025,3.793917,3.659901,2.664975,2.935150,2.962098,98.262437,1,0.000000,0,33.426875,1,40.166856,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,36.541118,1,31.807190,1,0.000000,0,76.778595,1,3.700586,33.915222,26.516117,87.699019,26.967585,84.379501,18.702631,81.815518,18.966672,67.250639,29.726386,28.610586,0
SYN/1603,4.920997,2.366505,4.102904,3.659392,2.458553,2.960526,3.378412,98.635760,1,0.000000,0,0.000000,0,34.043514,1,0.000000,0,0.000000,0,0.000000,0,30.931834,1,30.476327,1,31.243592,1,0.000000,0,82.186905,1,3.977844,33.440735,26.422933,87.676014,26.527189,84.207215,18.884033,81.529769,18.935881,66.777508,29.512946,28.710353,0
SYN/1604,4.889057,1.953712,3.948212,3.497463,2.422219,3.686064,3.173952,99.148366,1,0.000000,0,32.794999,1,29.412149,1,0.000000,0,0.000000,0,48.746538,1,39.695243,1,0.000000,0,25.349916,1,0.000000,0,77.554629,1,3.660009,33.703608,26.388510,87.892537,26.535695,84.104814,18.287297,81.493219,19.638941,67.333507,29.789855,29.267795,0
SYN/1605,4.752095,2.397219,3.436672,3.539638,2.534390,3.043767,3.637179,94.487425,1,0.000000,0,36.569161,1,42.666803,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,79.071735,1,3.462967,33.370155,25.950505,87.816453,26.671105,83.977166,18.648062,82.146584,19.325627,67.406233,29.760191,28.408658,0
SYN/1606,5.074637,2.547040,3.782178,3.689132,2.476449,3.026459,3.410981,93.976795,1,0.000000,0,31.270600,1,41.283495,1,0.000000,0,0.000000,0,0.000000,0,33.566899,1,0.000000,0,28.350365,1,0.000000,0,79.400186,1,3.986385,33.375406,26.304245,87.622929,26.447172,83.918435,18.895736,81.558353,18.909324,67.167438,29.618526,28.350946,0
SYN/1607,5.292079,2.965211,4.134728,4.117775,2.816518,3.231429,3.903729,92.435094,1,0.000000,0,0.000000,0,27.446418,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,78.777369,1,3.720429,32.910327,26.578076,87.050474,26.992599,84.397511,18.346785,81.885853,18.895188,66.503932,29.386938,28.644481,0
SYN/1608,4.579444,3.298448,4.162580,3.983362,2.753103,3.182876,3.469057,101.192176,1,0.000000,0,28.758713,1,33.168694,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,27.900521,1,0.000000,0,80.726009,1,3.353209,33.982883,26.290184,87.569307,26.274582,83.981356,18.518088,81.691446,19.361650,67.263158,29.298335,28.303031,0
SYN/1609,5.700001,2.872786,3.792564,3.972685,2.692299,3.244366,3.585045,0.000000,0,0.000000,0,31.689877,1,28.457426,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,81.828667,1,2.947112,33.099589,26.295443,87.525439,26.727922,84.021269,19.029714,82.012606,19.092430,67.416086,29.500077,28.729496,0
SYN/1610,5.787069,3.614932,4.483336,4.031842,3.272334,3.783787,4.045790,0.000000,0,0.000000,0,34.719653,1,34.126434,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,35.323240,1,0.000000,0,0.000000,0,80.855923,1,3.272414,33.514464,26.306719,87.525898,26.875393,84.260716,18.889462,81.869365,18.703842,67.424191,29.125101,28.700909,0
SYN/1611,5.765539,3.651937,4.425875,3.715727,3.144960,3.375036,4.016210,0.000000,0,0.000000,0,37.138348,1,34.316776,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,26.443220,1,0.000000,0,0.000000,0,75.824922,1,2.913766,33.889862,25.942737,87.516017,26.435449,84.075339,19.312755,82.366685,18.709261,66.794865,29.781888,28.732475,0
SYN/1612,5.627971,3.954782,4.740669,3.884898,2.941010,3.934704,3.659740,0.000000,0,0.000000,0,36.717596,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,30.106213,1,0.000000,0,0.000000,0,85.741626,1,2.939319,33.496482,26.376838,87.711456,26.336810,84.065664,19.181100,81.553805,18.856074,66.853723,28.797292,28.475644,0
SYN/1613,5.336629,3.239404,5.300000,4.198194,3.203102,3.966987,3.847541,92.227179,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,80.477743,1,3.299534,34.180729,26.177694,87.331831,26.647191,83.814529,19.206368,81.939675,18.838708,67.188658,29.298135,28.774708,0
SYN/1614,5.894925,4.006578,4.145708,4.030270,3.077741,4.521305,3.817197,0.000000,0,0.000000,0,41.695900,1,36.463106,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.306927,33.651771,26.235792,87.745072,26.538243,83.670327,18.873978,81.625383,18.952246,67.057542,29.663229,28.290968,0
SYN/1615,5.294195,3.342260,5.192403,4.500000,3.490043,3.520926,3.810983,104.323597,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,31.203565,1,0.000000,0,0.000000,0,79.813633,1,3.557906,33.471232,26.165447,87.865356,26.972402,84.251033,18.886201,82.227629,18.855587,67.442104,29.431903,28.675849,0
SYN/1616,6.153056,4.199897,4.499361,4.276091,2.846246,3.872727,4.213124,0.000000,0,0.000000,0,34.631228,1,30.135250,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,28.084495,1,0.000000,0,0.000000,0,0.000000,0,2.937096,33.527469,26.120924,88.097716,26.307647,84.480627,18.633042,82.018409,18.935093,67.140691,29.323820,28.352100,0
SYN/1617,5.431516,3.295620,4.582752,4.378383,3.083991,4.032290,4.199294,98.008808,1,0.000000,0,43.041204,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,72.827279,1,3.643786,33.327937,26.255943,87.724951,27.076329,83.984645,18.871314,81.527357,18.931550,66.892999,29.872816,28.608096,0
SYN/1618,5.365029,3.289487,4.509418,4.088219,2.716233,3.705419,3.899469,93.723428,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,26.350766,1,0.000000,0,0.000000,0,82.791907,1,3.391202,33.076970,26.285846,87.534521,27.021267,84.367053,18.403061,81.905488,19.008947,67.106300,28.912865,28.745520,0
SYN/1619,5.438447,3.144255,4.061619,4.080312,2.514847,3.163126,3.656562,96.365817,1,0.000000,0,36.372709,1,33.892767,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,31.871383,1,0.000000,0,0.000000,0,82.429231,1,3.305579,33.222046,26.486612,87.207636,26.437174,84.467682,18.943584,81.685866,18.941791,66.919700,29.653692,28.652743,0
SYN/1620,5.095859,2.700043,3.945214,4.317933,2.341725,2.971917,3.920496,100.659871,1,0.000000,0,27.032310,1,37.155287,1,0.000000,0,0.000000,0,0.000000,0,36.026348,1,28.047932,1,0.000000,0,0.000000,0,78.119545,1,3.359369,33.272401,26.381211,87.788753,25.944790,83.604748,18.650380,82.405809,18.871268,67.573152,29.353275,28.247389,0
SYN/1621,4.567660,2.461279,3.910423,3.237314,2.554138,3.115632,3.600822,93.131906,1,0.000000,0,38.703746,1,33.963739,1,0.000000,0,0.000000,0,50.935860,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,80.766121,1,3.637918,33.378013,26.746524,88.124888,26.236453,84.556531,18.894631,82.114226,18.759822,67.465736,29.504213,28.395690,0
SYN/1622,4.824781,2.119489,3.828517,3.894065,2.866600,3.057976,3.280397,92.071845,1,0.000000,0,35.046614,1,41.806658,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,26.735912,1,0.000000,0,81.744017,1,3.549014,33.062055,26.206558,87.007423,26.686257,84.260843,18.547539,82.421770,18.939969,67.068430,29.258006,28.308735,0
SYN/1623,4.609678,2.903898,3.999498,3.378074,2.847241,3.119329,3.233355,95.524290,1,0.000000,0,36.288907,1,31.988538,1,0.000000,0,0.000000,0,44.770120,1,0.000000,0,27.569287,1,26.749143,1,0.000000,0,79.103678,1,3.225604,33.789684,26.101522,87.524251,26.488754,83.692816,18.564689,81.988134,18.776900,66.863551,29.392190,28.580308,0
SYN/1624,4.943036,2.573756,4.216313,3.561720,2.262402,2.978266,3.099778,97.981627,1,0.000000,0,39.376018,1,36.214694,1,0.000000,0,0.000000,0,0.000000,0,34.991279,1,31.662262,1,25.696504,1,0.000000,0,84.277553,1,3.820122,33.622668,26.115426,87.219457,26.470234,84.409047,19.062747,82.513068,18.706787,66.991992,29.402331,28.153141,0
SYN/1625,5.167602,2.127240,3.889601,3.673085,2.359695,3.100252,3.312096,89.429329,1,0.000000,0,0.000000,0,42.708786,1,0.000000,0,0.000000,0,0.000000,0,28.460265,1,30.649323,1,27.132308,1,0.000000,0,76.868419,1,3.576242,32.996219,27.150926,88.051303,27.244503,84.381917,19.367097,82.267836,18.498656,66.988322,29.527214,28.845666,0
SYN/1626,4.698022,2.421839,3.700203,3.417520,2.205692,3.132810,3.201567,98.855867,1,0.000000,0,0.000000,0,39.272735,1,0.000000,0,0.000000,0,54.868683,1,31.330429,1,0.000000,0,27.165678,1,0.000000,0,79.686766,1,4.088953,33.342918,26.287067,87.646083,26.103792,84.243773,19.097012,82.444779,19.194155,67.208932,29.332991,28.450339,0
SYN/1627,4.839292,2.208610,3.786409,3.323316,2.644356,3.106363,3.162372,93.727731,1,0.000000,0,0.000000,0,33.360818,1,0.000000,0,0.000000,0,49.711328,1,0.000000,0,0.000000,0,26.690000,1,0.000000,0,78.824499,1,3.407333,33.723766,26.159051,87.379397,26.532917,83.562104,19.202273,82.039041,18.827917,66.938204,29.606719,28.451574,0
SYN/1628,5.134828,1.622815,3.872569,3.548669,2.602447,3.488084,3.080830,92.322459,1,0.000000,0,0.000000,0,37.069013,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,28.487299,1,0.000000,0,79.411443,1,3.576126,33.773437,26.018759,87.543074,26.483793,83.782797,19.034652,81.967876,18.518436,66.955299,29.560578,28.793361,0
SYN/1629,4.948320,3.196755,4.251773,3.698137,2.447318,3.485794,3.263434,96.518625,1,0.000000,0,33.855008,1,28.843339,1,0.000000,0,0.000000,0,0.000000,0,32.719850,1,0.000000,0,29.858708,1,0.000000,0,78.943837,1,3.643763,33.578068,25.923376,87.626181,26.473939,84.052281,19.432300,82.385502,18.571212,67.290594,29.623163,28.543764,0
SYN/1630,4.620568,2.219058,4.158364,3.751369,2.592926,3.644733,3.798684,97.952499,1,0.000000,0,33.710380,1,34.540702,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,80.485166,1,3.478676,33.908357,26.803288,87.527823,26.861034,84.248485,18.679343,81.953613,19.310926,67.316508,29.247971,28.781199,0
SYN/1631,5.284767,2.668962,3.872488,3.500099,2.393499,3.174312,3.560934,98.589524,1,0.000000,0,0.000000,0,28.418219,1,0.000000,0,0.000000,0,0.000000,0,37.267397,1,0.000000,0,0.000000,0,0.000000,0,77.013771,1,3.386428,33.201023,26.098003,87.380123,25.911539,84.493805,18.965701,82.348263,19.040587,67.249656,29.638267,28.545244,0
SYN/1632,5.591520,2.796098,4.193959,3.744162,3.203411,3.310447,3.957550,0.000000,0,0.000000,0,0.000000,0,30.916498,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,32.693326,1,0.000000,0,0.000000,0,84.279538,1,3.463744,32.814178,26.367770,87.096924,27.317817,84.245225,19.191948,81.811868,18.693371,67.429811,29.554532,29.003319,0
SYN/1633,5.079093,3.119835,4.457469,4.010783,2.961501,3.232474,3.615000,95.341903,1,0.000000,0,0.000000,0,35.917129,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,31.152373,1,0.000000,0,0.000000,0,78.277724,1,3.307399,32.779783,26.209048,87.414100,26.664580,84.019060,19.135769,81.922081,18.844561,67.090645,29.609936,28.861863,0
SYN/1634,5.153897,4.103772,4.142969,3.913147,2.844212,4.202326,3.687826,100.441525,1,0.000000,0,0.000000,0,32.233173,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.648788,33.695042,26.501368,87.962687,26.514752,84.129169,19.162035,81.787443,18.678747,66.622074,29.944165,29.125619,0
SYN/1635,5.501047,3.871071,4.692710,4.050012,3.255228,3.474106,3.945874,0.000000,0,0.000000,0,33.018397,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,78.383011,1,2.618451,33.721974,25.894862,87.968805,26.192199,84.224051,18.601625,82.003884,18.643700,66.805244,28.918914,28.337770,0
SYN/1636,5.775528,3.962567,4.330831,3.916562,3.024942,3.933426,4.045758,0.000000,0,0.000000,0,0.000000,0,38.128524,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,78.173767,1,2.781337,33.081571,26.679834,87.782723,26.485242,84.314508,18.991771,81.779953,19.339675,66.869410,28.899600,28.548392,0
